dir,u,v
d,226768496,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:267$74_Y
u,\vscale_0.pipeline.inst_DX [11:7],1374879873
d,1374879873,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:261$72_Y
u,\vscale_0.pipeline.inst_DX [19:15],1506377793
d,1506377793,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:261$70_Y
u,\vscale_0.pipeline.inst_DX,1363708933
d,1363708933,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:261$69_Y
u,{ 1'0 \vscale_0.pipeline.inst_DX [13:12] },206361528
d,206361528,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:227$65_Y
u,{ 1'0 \vscale_0.pipeline.inst_DX [13:12] },2099203802
d,2099203802,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:227$63_Y
u,{ 1'0 \vscale_0.pipeline.inst_DX [13:12] },2808337178
d,2808337178,$flatten\vscale_0.\pipeline.\ctrl.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:227$62_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$not$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:427$128_Y,569658470
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:156$51_Y,569658470
d,569658470,$flatten\vscale_0.\pipeline.\ctrl.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:427$129_Y
u,\vscale_0.pipeline.csr.priv_stack [2:1],724191657
d,724191657,$flatten\vscale_0.\pipeline.\ctrl.$add$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:174$60_Y
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:93$190_Y,626189516
u,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:59$174_Y,626189516
u,$flatten\vscale_0.\pipeline.\md.$xor$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:93$191_Y,626189516
d,626189516,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:93$192_Y
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:79$186_Y,1236360273
d,1236360273,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:79$187_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:402$118_Y,849349528
d,849349528,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:78$185_Y
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:66$181_Y,3950775801
u,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:65$180_Y,3950775801
d,3950775801,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:66$182_Y
u,\vscale_0.pipeline.md.negate_output,3968309514
u,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:65$179_Y,3968309514
u,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:64$178_Y,3968309514
d,3968309514,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:65$180_Y
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:64$177_Y,1386202448
u,\vscale_0.pipeline.md.a,1386202448
u,\vscale_0.pipeline.md.result,1386202448
d,1386202448,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:64$178_Y
u,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$217_Y,3735927741
u,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$218_Y,3735927741
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:276$321_Y,3735927741
d,3735927741,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$219_Y
u,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$208_Y,954648800
u,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$209_Y,954648800
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y,954648800
d,954648800,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$210_Y
u,\vscale_0.pipeline.md.b,1319558742
u,\vscale_0.pipeline.md.a,1319558742
d,1319558742,$flatten\vscale_0.\pipeline.\md.$sub$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:109$199_Y
u,\vscale_0.pipeline.md.counter,2158575409
d,2158575409,$flatten\vscale_0.\pipeline.\md.$sub$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:100$193_Y
u,\vscale_0.pipeline.md.abs_input$func$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:60$169.$result,2611421932
d,2611421932,$flatten\vscale_0.\pipeline.\md.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:92$189_Y
u,\vscale_0.pipeline.md.b,2161419603
d,2161419603,$flatten\vscale_0.\pipeline.\md.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:107$198_Y
u,\vscale_0.pipeline.md.b,1874737045
d,1874737045,$flatten\vscale_0.\pipeline.\md.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:101$194_Y
u,\vscale_0.pipeline.md.counter,1083786539
d,1083786539,$flatten\vscale_0.\pipeline.\md.$shl$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:110$200_Y
u,\vscale_0.pipeline.md.counter,1610712075
u,\vscale_0.pipeline.md.a,1610712075
d,1610712075,$flatten\vscale_0.\pipeline.\md.$shiftx$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:0$196_Y
u,\vscale_0.pipeline.md.result,546344993
u,$flatten\vscale_0.\pipeline.\md.$shl$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:110$200_Y,546344993
d,546344993,$flatten\vscale_0.\pipeline.\md.$or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:110$201_Y
u,$flatten\vscale_0.\pipeline.\md.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:64$178_Y,3914239072
d,3914239072,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:65$179_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:276$321_Y,3711647023
d,3711647023,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$218_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y,337282728
d,337282728,$flatten\vscale_0.\pipeline.\md.$neg$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$209_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:276$321_Y,3132748266
u,\vscale_0.pipeline.ctrl.md_req_in_2_signed,3132748266
d,3132748266,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:61$175_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y,2667657376
u,\vscale_0.pipeline.ctrl.md_req_in_1_signed,2667657376
d,2667657376,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:59$174_Y
u,\vscale_0.pipeline.ctrl.md_req_in_2_signed,316275306
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$216_Y,316275306
d,316275306,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$217_Y
u,\vscale_0.pipeline.ctrl.md_req_in_1_signed,4234604519
u,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$207_Y,4234604519
d,4234604519,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$208_Y
u,\vscale_0.pipeline.md.b,2611984708
u,\vscale_0.pipeline.md.a,2611984708
d,2611984708,$flatten\vscale_0.\pipeline.\md.$ge$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:63$176_Y
u,\vscale_0.pipeline.md.op,3311577579
d,3311577579,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:93$190_Y
u,\vscale_0.pipeline.md.counter,255428449
d,255428449,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:79$186_Y
u,\vscale_0.pipeline.md.out_sel,3687256987
d,3687256987,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:66$181_Y
u,\vscale_0.pipeline.md.out_sel,3877171312
d,3877171312,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:64$177_Y
u,\vscale_0.pipeline.md.state,750690831
d,750690831,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:55$173_Y
u,\vscale_0.pipeline.md.state,3741944037
d,3741944037,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:54$172_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:276$321_Y,2175978585
d,2175978585,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$216_Y
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y,3554670026
d,3554670026,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:50$207_Y
u,\vscale_0.pipeline.md.op,1132017235
d,1132017235,$flatten\vscale_0.\pipeline.\md.$eq$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:102$195_Y
u,\vscale_0.pipeline.md.b,1133549692
u,\vscale_0.pipeline.md.result,1133549692
d,1133549692,$flatten\vscale_0.\pipeline.\md.$add$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:104$197_Y
u,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$223_Y,43284352
u,$flatten\vscale_0.\pipeline.\regfile.$memrd$\data$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$224_DATA,43284352
d,43284352,$flatten\vscale_0.\pipeline.\regfile.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$225_Y
u,\vscale_0.pipeline.inst_DX [24:20],3738494594
d,3738494594,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$226_Y
u,\vscale_0.pipeline.inst_DX [19:15],3487578779
d,3487578779,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$223_Y
u,\vscale_0.pipeline.ctrl.reg_to_wr_WB,3796933891
d,3796933891,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:18$221_Y
u,\vscale_0.pipeline.inst_DX [24:20],4018333728
d,4018333728,$flatten\vscale_0.\pipeline.\regfile.$memrd$\data$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$227_DATA
u,\vscale_0.pipeline.inst_DX [19:15],432921879
d,432921879,$flatten\vscale_0.\pipeline.\regfile.$memrd$\data$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$224_DATA
u,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:18$221_Y,3538460811
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:474$143_Y,3538460811
d,3538460811,$flatten\vscale_0.\pipeline.\regfile.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:18$222_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,3392461154
d,3392461154,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:59$342_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,3169512847
d,3169512847,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:60$344_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,4187495796
d,4187495796,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:61$346_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,3873173118
d,3873173118,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:62$347_Y
u,\vscale_0.pipeline.inst_DX,1578829534
d,1578829534,$flatten\vscale_0.\pipeline.$extend$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:350$329_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:135$32_Y,1903334633
d,1903334633,$flatten\vscale_0.\pipeline.$not$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:214$317_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:156$51_Y,3994512386
d,3994512386,$flatten\vscale_0.\pipeline.$not$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:225$319_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:456$134_Y,735397367
d,735397367,$flatten\vscale_0.\pipeline.$not$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:307$323_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:456$134_Y,1920806119
d,1920806119,$flatten\vscale_0.\pipeline.$not$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:313$326_Y
u,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:307$324_Y,1327399859
d,1327399859,$flatten\vscale_0.\pipeline.$or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:307$325_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,565271751
u,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:59$342_Y,565271751
d,565271751,$flatten\vscale_0.\pipeline.$or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:59$343_Y
u,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y,3524355930
u,$flatten\vscale_0.\pipeline.$and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:60$344_Y,3524355930
d,3524355930,$flatten\vscale_0.\pipeline.$or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:60$345_Y
u,\vscale_0.pipeline.alu_out_WB,2840885196
u,\arbiter.core_hrdata_0,2840885196
d,2840885196,$flatten\vscale_0.\pipeline.$shr$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:55$340_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:483$154_Y,238557405
u,\vscale_0.pipeline.bypass_data_WB,238557405
u,$flatten\vscale_0.\pipeline.\regfile.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:20$225_Y,238557405
d,238557405,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:487$161_Y,2972130830
u,\vscale_0.pipeline.bypass_data_WB,2972130830
u,$flatten\vscale_0.\pipeline.\regfile.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$228_Y,2972130830
d,2972130830,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:276$321_Y
u,\vscale_0.pipeline.ctrl.csr_imm_sel,84409059
u,$flatten\vscale_0.\pipeline.$extend$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:350$329_Y,84409059
u,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:275$320_Y,84409059
d,84409059,$flatten\vscale_0.\pipeline.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_pipeline.v:350$330_Y
u,\vscale_0.pipeline.PCmux.offset,485989674
u,\vscale_0.pipeline.PCmux.base,485989674
d,485989674,$flatten\vscale_0.\pipeline.\PCmux.$add$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_PC_mux.v:55$241_Y
u,\vscale_0.pipeline.src_b_mux.alu_src_b,252500552
u,\vscale_0.pipeline.src_a_mux.alu_src_a,252500552
d,252500552,$flatten\vscale_0.\pipeline.\alu.$xor$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_alu.v:19$7_Y
u,$flatten\vscale_0.\pipeline.\csr.$logic_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_csr_file.v:243$294_Y,1316376933
u,\vscale_0.pipeline.PC_WB,1316376933
u,\vscale_0.pipeline.alu_out_WB,1316376933
d,1316376933,$flatten\vscale_0.\pipeline.\csr.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_csr_file.v:248$296_Y
u,\vscale_0.pipeline.ctrl.wr_reg_unkilled_WB,2935103304
d,2935103304,$flatten\vscale_0.\pipeline.\ctrl.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:465$141_Y
u,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:61$175_Y,493769648
u,$flatten\vscale_0.\pipeline.\md.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:59$174_Y,493769648
d,493769648,$flatten\vscale_0.\pipeline.\md.$xor$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_mul_div.v:93$191_Y
u,$flatten\vscale_0.\pipeline.\regfile.$reduce_or$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$226_Y,2218260521
u,$flatten\vscale_0.\pipeline.\regfile.$memrd$\data$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$227_DATA,2218260521
d,2218260521,$flatten\vscale_0.\pipeline.\regfile.$ternary$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_regfile.v:21$228_Y
u,\imem_hresp_0,128436312
d,128436312,\vscale_0.imem_bridge.core_badmem_e
d,107339185,\vscale_0.imem_bridge.hwrite
u,\imem_hready_0,3476302497
d,3476302497,\vscale_0.imem_bridge.core_mem_wait
u,\arbiter.core_hresp_0,2750579868
d,2750579868,\vscale_0.dmem_bridge.core_badmem_e
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:400$114_Y,3869119747
u,$flatten\vscale_0.\pipeline.\ctrl.$logic_and$/home/felix/Documents/rtl2uspec/multicore_vscale_rtl2uspec_ae/src/main/verilog/vscale_ctrl.v:399$112_Y,3869119747
d,3869119747,\vscale_0.dmem_bridge.hwrite
u,\arbiter.core_hready_0,126792127
